Tamanho da árvore,Depreciação
3683,33.0709
3684,33.089
3685,33.0801
3686,33.0711
3687,33.0892
3688,33.0803
3689,33.0713
3690,33.0894
3691,33.0805
3692,33.0715
3693,33.0896
3694,33.0807
3695,33.0717
3696,33.0898
3697,33.0809
3698,33.0719
3699,33.09
3700,33.0811
3701,33.0721
3702,33.0902
3703,33.0813
3704,33.0724
3705,33.0904
3706,33.0815
3707,33.0726
3708,33.0906
3709,33.0817
3710,33.0728
3711,33.0908
3712,33.0819
3713,33.073
3714,33.091
3715,33.0821
3716,33.0732
3717,33.0912
3718,33.0823
3719,33.0734
3720,33.0914
3721,33.0825
3722,33.0736
3723,33.0916
3724,33.0827
3725,33.0738
3726,33.0918
3727,33.0829
3728,33.074
3729,33.092
3730,33.0831
3731,33.0742
3732,33.0922
3733,33.0833
3734,33.0745
3735,33.0924
3736,33.0835
3737,33.0747
3738,33.0926
3739,33.0837
3740,33.0749
3741,33.0928
3742,33.0839
3743,33.0751
3744,33.0929
3745,33.0841
3746,33.0753
3747,33.0931
3748,33.0843
3749,33.0755
3750,33.0933
3751,33.0845
3752,33.0757
3753,33.0935
3754,33.0847
3755,33.0759
3756,33.0937
3757,33.0849
3758,33.0761
3759,33.0939
3760,33.0851
3761,33.0763
3762,33.0941
3763,33.0853
3764,33.0765
3765,33.0943
3766,33.0855
3767,33.0767
3768,33.0945
3769,33.0857
3770,33.0769
3771,33.0947
3772,33.0859
3773,33.0771
3774,33.0949
3775,33.0861
3776,33.0773
3777,33.095
3778,33.0863
3779,33.0775
3780,33.0952
3781,33.0865
3782,33.0777
3783,33.0954
3784,33.0867
3785,33.0779
3786,33.0956
3787,33.0869
3788,33.0781
3789,33.0958
3790,33.0871
3791,33.0783
3792,33.096
3793,33.0873
3794,33.0785
3795,33.0962
3796,33.0875
3797,33.0787
3798,33.0964
3799,33.0877
3800,33.0789
3801,33.0966
3802,33.0878
3803,33.0791
3804,33.0967
3805,33.088
3806,33.0793
3807,33.0969
3808,33.0882
3809,33.0795
3810,33.0971
3811,33.0884
3812,33.0797
3813,33.0973
3814,33.0886
3815,33.0799
3816,33.0975
3817,33.0888
3818,33.0801
3819,33.0977
3820,33.089
3821,33.0803
3822,33.0979
3823,33.0892
3824,33.0805
3825,33.098
3826,33.0894
3827,33.0807
3828,33.0982
3829,33.0896
3830,33.0809
3831,33.0984
3832,33.0898
3833,33.0811
3834,33.0986
3835,33.09
3836,33.0813
3837,33.0988
3838,33.0902
3839,33.0815
3840,33.099
3841,33.0903
3842,33.0817
3843,33.0991
3844,33.0905
3845,33.0819
3846,33.0993
3847,33.0907
3848,33.0821
3849,33.0995
3850,33.0909
3851,33.0823
3852,33.0997
3853,33.0911
3854,33.0825
3855,33.0999
3856,33.0913
3857,33.0827
3858,33.1001
3859,33.0915
3860,33.0829
3861,33.1002
3862,33.0917
3863,33.0831
3864,33.1004
3865,33.0918
3866,33.0833
3867,33.1006
3868,33.092
3869,33.0835
3870,33.1008
3871,33.0922
3872,33.0837
3873,33.101
3874,33.0924
3875,33.0839
3876,33.1011
3877,33.0926
3878,33.0841
3879,33.1013
3880,33.0928
3881,33.0843
3882,33.1015
3883,33.093
3884,33.0844
3885,33.1017
3886,33.0932
3887,33.0846
3888,33.1019
3889,33.0933
3890,33.0848
3891,33.102
3892,33.0935
3893,33.085
3894,33.1022
3895,33.0937
3896,33.0852
3897,33.1024
3898,33.0939
3899,33.0854
3900,33.1026
3901,33.0941
3902,33.0856
3903,33.1027
3904,33.0943
3905,33.0858
3906,33.1029
3907,33.0944
3908,33.086
3909,33.1031
3910,33.0946
3911,33.0862
3912,33.1033
3913,33.0948
3914,33.0864
3915,33.1034
3916,33.095
3917,33.0865
3918,33.1036
3919,33.0952
3920,33.0867
3921,33.1038
3922,33.0954
3923,33.0869
3924,33.104
3925,33.0955
3926,33.0871
3927,33.1042
3928,33.0957
3929,33.0873
3930,33.1043
3931,33.0959
3932,33.0875
3933,33.1045
3934,33.0961
3935,33.0877
3936,33.1047
3937,33.0963
3938,33.0879
3939,33.1048
3940,33.0964
3941,33.088
3942,33.105
3943,33.0966
3944,33.0882
3945,33.1052
3946,33.0968
3947,33.0884
3948,33.1054
3949,33.097
3950,33.0886
3951,33.1055
3952,33.0972
3953,33.0888
3954,33.1057
3955,33.0973
3956,33.089
3957,33.1059
3958,33.0975
3959,33.0892
3960,33.1061
3961,33.0977
3962,33.0893
3963,33.1062
3964,33.0979
3965,33.0895
3966,33.1064
3967,33.0981
3968,33.0897
3969,33.1066
3970,33.0982
3971,33.0899
3972,33.1067
3973,33.0984
3974,33.0901
3975,33.1069
3976,33.0986
3977,33.0903
3978,33.1071
3979,33.0988
3980,33.0905
3981,33.1073
3982,33.0989
3983,33.0906
3984,33.1074
3985,33.0991
3986,33.0908
3987,33.1076
3988,33.0993
3989,33.091
3990,33.1078
3991,33.0995
3992,33.0912
3993,33.1079
3994,33.0996
3995,33.0914
3996,33.1081
3997,33.0998
3998,33.0915
3999,33.1083
4000,33.1
4001,33.0917
4002,33.1084
4003,33.1002
4004,33.0919
4005,33.1086
4006,33.1003
4007,33.0921
4008,33.1088
4009,33.1005
4010,33.0923
4011,33.109
4012,33.1007
4013,33.0924
4014,33.1091
4015,33.1009
4016,33.0926
4017,33.1093
4018,33.101
4019,33.0928
4020,33.1095
4021,33.1012
4022,33.093
4023,33.1096
4024,33.1014
4025,33.0932
4026,33.1098
4027,33.1016
4028,33.0933
4029,33.11
4030,33.1017
4031,33.0935
4032,33.1101
4033,33.1019
4034,33.0937
4035,33.1103
4036,33.1021
4037,33.0939
4038,33.1105
4039,33.1023
4040,33.0941
4041,33.1106
4042,33.1024
4043,33.0942
4044,33.1108
4045,33.1026
4046,33.0944
4047,33.1109
4048,33.1028
4049,33.0946
4050,33.1111
4051,33.1029
4052,33.0948
4053,33.1113
4054,33.1031
4055,33.0949
4056,33.1114
4057,33.1033
4058,33.0951
4059,33.1116
4060,33.1034
4061,33.0953
4062,33.1118
4063,33.1036
4064,33.0955
4065,33.1119
4066,33.1038
4067,33.0956
4068,33.1121
4069,33.104
4070,33.0958
4071,33.1123
4072,33.1041
4073,33.096
4074,33.1124
4075,33.1043
4076,33.0962
4077,33.1126
4078,33.1045
4079,33.0963
4080,33.1127
4081,33.1046
4082,33.0965
4083,33.1129
4084,33.1048
4085,33.0967
4086,33.1131
4087,33.105
4088,33.0969
4089,33.1132
4090,33.1051
4091,33.097
4092,33.1134
4093,33.1053
4094,33.0972
4095,33.1136
4096,33.1055
4097,33.0974
4098,33.1137
4099,33.1056
4100,33.0976
4101,33.1139
4102,33.1058
4103,33.0977
4104,33.114
4105,33.106
4106,33.0979
4107,33.1142
4108,33.1061
4109,33.0981
4110,33.1144
4111,33.1063
4112,33.0982
4113,33.1145
4114,33.1065
4115,33.0984
4116,33.1147
4117,33.1066
4118,33.0986
4119,33.1148
4120,33.1068
4121,33.0988
4122,33.115
4123,33.107
4124,33.0989
4125,33.1152
4126,33.1071
4127,33.0991
4128,33.1153
4129,33.1073
4130,33.0993
4131,33.1155
4132,33.1075
4133,33.0994
4134,33.1156
4135,33.1076
4136,33.0996
4137,33.1158
4138,33.1078
4139,33.0998
4140,33.1159
4141,33.1079
4142,33.1
4143,33.1161
4144,33.1081
4145,33.1001
4146,33.1163
4147,33.1083
4148,33.1003
4149,33.1164
4150,33.1084
4151,33.1005
4152,33.1166
4153,33.1086
4154,33.1006
4155,33.1167
4156,33.1088
4157,33.1008
4158,33.1169
4159,33.1089
4160,33.101
4161,33.117
4162,33.1091
4163,33.1011
4164,33.1172
4165,33.1092
4166,33.1013
4167,33.1174
4168,33.1094
4169,33.1015
4170,33.1175
4171,33.1096
4172,33.1016
4173,33.1177
4174,33.1097
4175,33.1018
4176,33.1178
4177,33.1099
4178,33.102
4179,33.118
4180,33.11
4181,33.1021
4182,33.1181
4183,33.1102
4184,33.1023
4185,33.1183
4186,33.1104
4187,33.1025
4188,33.1184
4189,33.1105
4190,33.1026
4191,33.1186
4192,33.1107
4193,33.1028
4194,33.1187
4195,33.1108
4196,33.103
4197,33.1189
4198,33.111
4199,33.1031
4200,33.119
4201,33.1112
4202,33.1033
4203,33.1192
4204,33.1113
4205,33.1034
4206,33.1194
4207,33.1115
4208,33.1036
4209,33.1195
4210,33.1116
4211,33.1038
4212,33.1197
4213,33.1118
4214,33.1039
4215,33.1198
4216,33.112
4217,33.1041
4218,33.12
4219,33.1121
4220,33.1043
4221,33.1201
4222,33.1123
4223,33.1044
4224,33.1203
4225,33.1124
4226,33.1046
4227,33.1204
4228,33.1126
4229,33.1048
4230,33.1206
4231,33.1127
4232,33.1049
4233,33.1207
4234,33.1129
4235,33.1051
4236,33.1209
4237,33.1131
4238,33.1052
4239,33.121
4240,33.1132
4241,33.1054
4242,33.1212
4243,33.1134
4244,33.1056
4245,33.1213
4246,33.1135
4247,33.1057
4248,33.1215
4249,33.1137
4250,33.1059
4251,33.1216
4252,33.1138
4253,33.106
4254,33.1218
4255,33.114
4256,33.1062
4257,33.1219
4258,33.1141
4259,33.1064
4260,33.1221
4261,33.1143
4262,33.1065
4263,33.1222
4264,33.1144
4265,33.1067
4266,33.1224
4267,33.1146
4268,33.1068
4269,33.1225
4270,33.1148
4271,33.107
4272,33.1227
4273,33.1149
4274,33.1072
4275,33.1228
4276,33.1151
4277,33.1073
4278,33.123
4279,33.1152
4280,33.1075
4281,33.1231
4282,33.1154
4283,33.1076
4284,33.1232
4285,33.1155
4286,33.1078
4287,33.1234
4288,33.1157
4289,33.108
4290,33.1235
4291,33.1158
4292,33.1081
4293,33.1237
4294,33.116
4295,33.1083
4296,33.1238
4297,33.1161
4298,33.1084
4299,33.124
4300,33.1163
4301,33.1086
4302,33.1241
4303,33.1164
4304,33.1087
4305,33.1243
4306,33.1166
4307,33.1089
4308,33.1244
4309,33.1167
4310,33.109
4311,33.1246
4312,33.1169
4313,33.1092
4314,33.1247
4315,33.117
4316,33.1094
4317,33.1249
4318,33.1172
4319,33.1095
4320,33.125
4321,33.1173
4322,33.1097
4323,33.1251
4324,33.1175
4325,33.1098
4326,33.1253
4327,33.1176
4328,33.11
4329,33.1254
4330,33.1178
4331,33.1101
4332,33.1256
4333,33.1179
4334,33.1103
4335,33.1257
4336,33.1181
4337,33.1104
4338,33.1259
4339,33.1182
4340,33.1106
4341,33.126
4342,33.1184
4343,33.1108
4344,33.1262
4345,33.1185
4346,33.1109
4347,33.1263
4348,33.1187
4349,33.1111
4350,33.1264
4351,33.1188
4352,33.1112
4353,33.1266
4354,33.119
4355,33.1114
4356,33.1267
4357,33.1191
4358,33.1115
4359,33.1269
4360,33.1193
4361,33.1117
4362,33.127
4363,33.1194
4364,33.1118
4365,33.1271
4366,33.1196
4367,33.112
4368,33.1273
4369,33.1197
4370,33.1121
4371,33.1274
4372,33.1199
4373,33.1123
4374,33.1276
4375,33.12
4376,33.1124
4377,33.1277
4378,33.1201
4379,33.1126
4380,33.1279
4381,33.1203
4382,33.1127
4383,33.128
4384,33.1204
4385,33.1129
4386,33.1281
4387,33.1206
4388,33.113
4389,33.1283
4390,33.1207
4391,33.1132
4392,33.1284
4393,33.1209
4394,33.1133
4395,33.1286
4396,33.121
4397,33.1135
4398,33.1287
4399,33.1212
4400,33.1136
4401,33.1288
4402,33.1213
4403,33.1138
4404,33.129
4405,33.1215
4406,33.1139
4407,33.1291
4408,33.1216
4409,33.1141
4410,33.1293
4411,33.1217
4412,33.1142
4413,33.1294
4414,33.1219
4415,33.1144
4416,33.1295
4417,33.122
4418,33.1145
4419,33.1297
4420,33.1222
4421,33.1147
4422,33.1298
4423,33.1223
4424,33.1148
4425,33.1299
4426,33.1225
4427,33.115
4428,33.1301
4429,33.1226
4430,33.1151
4431,33.1302
4432,33.1227
4433,33.1153
4434,33.1304
4435,33.1229
4436,33.1154
4437,33.1305
4438,33.123
4439,33.1156
4440,33.1306
4441,33.1232
4442,33.1157
4443,33.1308
4444,33.1233
4445,33.1159
4446,33.1309
4447,33.1235
4448,33.116
4449,33.131
4450,33.1236
4451,33.1162
4452,33.1312
4453,33.1237
4454,33.1163
4455,33.1313
4456,33.1239
4457,33.1164
4458,33.1314
4459,33.124
4460,33.1166
4461,33.1316
4462,33.1242
4463,33.1167
4464,33.1317
4465,33.1243
4466,33.1169
4467,33.1319
4468,33.1244
4469,33.117
4470,33.132
4471,33.1246
4472,33.1172
4473,33.1321
4474,33.1247
4475,33.1173
4476,33.1323
4477,33.1249
4478,33.1175
4479,33.1324
4480,33.125
4481,33.1176
4482,33.1325
4483,33.1251
4484,33.1178
4485,33.1327
4486,33.1253
4487,33.1179
4488,33.1328
4489,33.1254
4490,33.118
4491,33.1329
4492,33.1256
4493,33.1182
4494,33.1331
4495,33.1257
4496,33.1183
4497,33.1332
4498,33.1258
4499,33.1185
4500,33.1333
4501,33.126
4502,33.1186
4503,33.1335
4504,33.1261
4505,33.1188
4506,33.1336
4507,33.1262
4508,33.1189
4509,33.1337
4510,33.1264
4511,33.119
4512,33.1339
4513,33.1265
4514,33.1192
4515,33.134
4516,33.1267
4517,33.1193
4518,33.1341
4519,33.1268
4520,33.1195
4521,33.1343
4522,33.1269
4523,33.1196
4524,33.1344
4525,33.1271
4526,33.1198
4527,33.1345
4528,33.1272
4529,33.1199
4530,33.1347
4531,33.1273
4532,33.12
4533,33.1348
4534,33.1275
4535,33.1202
4536,33.1349
4537,33.1276
4538,33.1203
4539,33.1351
4540,33.1278
4541,33.1205
4542,33.1352
4543,33.1279
4544,33.1206
4545,33.1353
4546,33.128
4547,33.1207
4548,33.1354
4549,33.1282
4550,33.1209
4551,33.1356
4552,33.1283
4553,33.121
4554,33.1357
4555,33.1284
4556,33.1212
4557,33.1358
4558,33.1286
4559,33.1213
4560,33.136
4561,33.1287
4562,33.1214
4563,33.1361
4564,33.1288
4565,33.1216
4566,33.1362
4567,33.129
4568,33.1217
4569,33.1364
4570,33.1291
4571,33.1219
4572,33.1365
4573,33.1292
4574,33.122
4575,33.1366
4576,33.1294
4577,33.1221
4578,33.1367
4579,33.1295
4580,33.1223
4581,33.1369
4582,33.1296
4583,33.1224
4584,33.137
4585,33.1298
4586,33.1225
4587,33.1371
4588,33.1299
4589,33.1227
4590,33.1373
4591,33.13
4592,33.1228
4593,33.1374
4594,33.1302
4595,33.123
4596,33.1375
4597,33.1303
4598,33.1231
4599,33.1376
4600,33.1304
4601,33.1232
4602,33.116
4603,33.1088
4604,33.1017
4605,33.1162
4606,33.109
4607,33.1018
4608,33.1163
4609,33.1091
4610,33.102
4611,33.1165
4612,33.1093
4613,33.1021
4614,33.1166
4615,33.1094
4616,33.1023
4617,33.1167
4618,33.1096
4619,33.1024
4620,33.1169
4621,33.1097
4622,33.1026
4623,33.117
4624,33.1099
4625,33.1027
4626,33.1172
4627,33.11
4628,33.1029
4629,33.1173
4630,33.1102
4631,33.103
4632,33.1174
4633,33.1103
4634,33.1032
4635,33.1176
4636,33.1104
4637,33.1033
4638,33.1177
4639,33.1106
4640,33.1034
4641,33.1179
4642,33.1107
4643,33.1036
4644,33.118
4645,33.1109
4646,33.1037
4647,33.1181
4648,33.111
4649,33.1039
4650,33.1183
4651,33.1112
4652,33.104
4653,33.1184
4654,33.1113
4655,33.1042
4656,33.1186
4657,33.1114
4658,33.1043
4659,33.1187
4660,33.1116
4661,33.1045
4662,33.1188
4663,33.1117
4664,33.1046
4665,33.119
4666,33.1119
4667,33.1048
4668,33.1191
4669,33.112
4670,33.1049
4671,33.1192
4672,33.1122
4673,33.1051
4674,33.1194
4675,33.1123
4676,33.1052
4677,33.1195
4678,33.1124
4679,33.1054
4680,33.1197
4681,33.1126
4682,33.1055
4683,33.1198
4684,33.1127
4685,33.1057
4686,33.1199
4687,33.1129
4688,33.1058
4689,33.1201
4690,33.113
4691,33.1059
4692,33.1202
4693,33.1131
4694,33.1061
4695,33.1203
4696,33.1133
4697,33.1062
4698,33.1205
4699,33.1134
4700,33.1064
4701,33.1206
4702,33.1136
4703,33.1065
4704,33.1207
4705,33.1137
4706,33.1067
4707,33.1209
4708,33.1138
4709,33.1068
4710,33.121
4711,33.114
4712,33.107
4713,33.1212
4714,33.1141
4715,33.1071
4716,33.1213
4717,33.1143
4718,33.1072
4719,33.1214
4720,33.1144
4721,33.1074
4722,33.1216
4723,33.1145
4724,33.1075
4725,33.1217
4726,33.1147
4727,33.1077
4728,33.1218
4729,33.1148
4730,33.1078
4731,33.122
4732,33.115
4733,33.108
4734,33.1221
4735,33.1151
4736,33.1081
4737,33.1222
4738,33.1152
4739,33.1083
4740,33.1224
4741,33.1154
4742,33.1084
4743,33.1225
4744,33.1155
4745,33.1085
4746,33.1226
4747,33.1157
4748,33.1087
4749,33.1228
4750,33.1158
4751,33.1088
4752,33.1229
4753,33.1159
4754,33.109
4755,33.123
4756,33.1161
4757,33.1091
4758,33.1232
4759,33.1162
4760,33.1092
4761,33.1233
4762,33.1163
4763,33.1094
4764,33.1234
4765,33.1165
4766,33.1095
4767,33.1236
4768,33.1166
4769,33.1097
4770,33.1237
4771,33.1167
4772,33.1098
4773,33.1238
4774,33.1169
4775,33.1099
4776,33.124
4777,33.117
4778,33.1101
4779,33.1241
4780,33.1172
4781,33.1102
4782,33.1242
4783,33.1173
4784,33.1104
4785,33.1243
4786,33.1174
4787,33.1105
4788,33.1245
4789,33.1176
4790,33.1106
4791,33.1246
4792,33.1177
4793,33.1108
4794,33.1247
4795,33.1178
4796,33.1109
4797,33.1249
4798,33.118
4799,33.1111
4800,33.125
4801,33.1181
4802,33.1112
4803,33.1251
4804,33.1182
4805,33.1113
4806,33.1253
4807,33.1184
4808,33.1115
4809,33.1254
4810,33.1185
4811,33.1116
4812,33.1255
4813,33.1186
4814,33.1118
4815,33.1256
4816,33.1188
4817,33.1119
4818,33.1258
4819,33.1189
4820,33.112
4821,33.1259
4822,33.119
4823,33.1122
4824,33.126
4825,33.1192
4826,33.1123
4827,33.1262
4828,33.1193
4829,33.1124
4830,33.1263
4831,33.1194
4832,33.1126
4833,33.1264
4834,33.1196
4835,33.1127
4836,33.1266
4837,33.1197
4838,33.1129
4839,33.1267
4840,33.1198
4841,33.113
4842,33.1268
4843,33.12
4844,33.1131
4845,33.1269
4846,33.1201
4847,33.1133
4848,33.1271
4849,33.1202
4850,33.1134
4851,33.1272
4852,33.1204
4853,33.1135
4854,33.1273
4855,33.1205
4856,33.1137
4857,33.1274
4858,33.1206
4859,33.1138
4860,33.1276
4861,33.1208
4862,33.1139
4863,33.1277
4864,33.1209
4865,33.1141
4866,33.1278
4867,33.121
4868,33.1142
4869,33.128
4870,33.1211
4871,33.1144
4872,33.1281
4873,33.1213
4874,33.1145
4875,33.1282
4876,33.1214
4877,33.1146
4878,33.1283
4879,33.1215
4880,33.1148
4881,33.1285
4882,33.1217
4883,33.1149
4884,33.1286
4885,33.1218
4886,33.115
4887,33.1287
4888,33.1219
4889,33.1152
4890,33.1288
4891,33.1221
4892,33.1153
4893,33.129
4894,33.1222
4895,33.1154
4896,33.1291
4897,33.1223
4898,33.1156
4899,33.1292
4900,33.1224
4901,33.1157
4902,33.1293
4903,33.1226
4904,33.1158
4905,33.1295
4906,33.1227
4907,33.116
4908,33.1296
4909,33.1228
4910,33.1161
4911,33.1297
4912,33.123
4913,33.1162
4914,33.1298
4915,33.1231
4916,33.1164
4917,33.13
4918,33.1232
4919,33.1165
4920,33.1301
4921,33.1233
4922,33.1166
4923,33.1302
4924,33.1235
4925,33.1168
4926,33.1303
4927,33.1236
4928,33.1169
4929,33.1305
4930,33.1237
4931,33.117
4932,33.1306
4933,33.1239
4934,33.1171
4935,33.1307
4936,33.124
4937,33.1173
4938,33.1308
4939,33.1241
4940,33.1174
4941,33.1309
4942,33.1242
4943,33.1175
4944,33.1311
4945,33.1244
4946,33.1177
4947,33.1312
4948,33.1245
4949,33.1178
4950,33.1313
4951,33.1246
4952,33.1179
4953,33.1314
4954,33.1247
4955,33.1181
4956,33.1316
4957,33.1249
4958,33.1182
4959,33.1317
4960,33.125
4961,33.1183
4962,33.1318
4963,33.1251
4964,33.1185
4965,33.1319
4966,33.1253
4967,33.1186
4968,33.132
4969,33.1254
4970,33.1187
4971,33.1322
4972,33.1255
4973,33.1188
4974,33.1323
4975,33.1256
4976,33.119
4977,33.1324
4978,33.1258
4979,33.1191
4980,33.1325
4981,33.1259
4982,33.1192
4983,33.1327
4984,33.126
4985,33.1194
4986,33.1328
4987,33.1261
4988,33.1195
4989,33.1329
4990,33.1263
4991,33.1196
4992,33.133
4993,33.1264
4994,33.1197
4995,33.1331
4996,33.1265
4997,33.1199
4998,33.1333
4999,33.1266
5000,33.12
5001,33.1334
5002,33.1267
5003,33.1201
5004,33.1335
5005,33.1269
5006,33.1203
5007,33.1336
5008,33.127
5009,33.1204
5010,33.1337
5011,33.1271
5012,33.1205
5013,33.1339
5014,33.1272
5015,33.1206
5016,33.134
5017,33.1274
5018,33.1208
5019,33.1341
5020,33.1275
5021,33.1209
5022,33.1342
5023,33.1276
5024,33.121
5025,33.1343
5026,33.1277
5027,33.1211
5028,33.1344
5029,33.1279
5030,33.1213
5031,33.1346
5032,33.128
5033,33.1214
5034,33.1347
5035,33.1281
5036,33.1215
5037,33.1348
5038,33.1282
5039,33.1217
5040,33.1349
5041,33.1283
5042,33.1218
5043,33.135
5044,33.1285
5045,33.1219
5046,33.1352
5047,33.1286
5048,33.122
5049,33.1353
5050,33.1287
5051,33.1222
5052,33.1354
5053,33.1288
5054,33.1223
5055,33.1355
5056,33.129
5057,33.1224
5058,33.1356
5059,33.1291
5060,33.1225
5061,33.1357
5062,33.1292
5063,33.1227
5064,33.1359
5065,33.1293
5066,33.1228
5067,33.136
5068,33.1294
5069,33.1229
5070,33.1361
5071,33.1296
5072,33.123
5073,33.1362
5074,33.1297
5075,33.1232
5076,33.1363
5077,33.1298
5078,33.1233
5079,33.1364
5080,33.1299
5081,33.1234
5082,33.1366
5083,33.13
5084,33.1235
5085,33.1367
5086,33.1302
5087,33.1236
5088,33.1368
5089,33.1303
5090,33.1238
5091,33.1369
5092,33.1304
5093,33.1239
5094,33.137
5095,33.1305
5096,33.124
5097,33.1371
5098,33.1306
5099,33.1241
5100,33.1373
5101,33.1308
5102,33.1243
5103,33.1374
5104,33.1309
5105,33.1244
5106,33.1375
5107,33.131
5108,33.1245
5109,33.1376
5110,33.1311
5111,33.1246
5112,33.1377
5113,33.1312
5114,33.1248
5115,33.1378
5116,33.1314
5117,33.1249
5118,33.1379
5119,33.1315
5120,33.125
5121,33.1381
5122,33.1316
5123,33.1251
5124,33.1382
5125,33.1317
5126,33.1252
5127,33.1383
5128,33.1318
5129,33.1254
5130,33.1384
5131,33.1319
5132,33.1255
5133,33.1385
5134,33.1321
5135,33.1256
5136,33.1386
5137,33.1322
5138,33.1257
5139,33.1387
5140,33.1323
5141,33.1259
5142,33.1389
5143,33.1324
5144,33.126
5145,33.139
5146,33.1325
5147,33.1261
5148,33.1391
5149,33.1326
5150,33.1262
5151,33.1392
5152,33.1328
5153,33.1263
5154,33.1393
5155,33.1329
5156,33.1265
5157,33.1394
5158,33.133
5159,33.1266
5160,33.1395
5161,33.1331
5162,33.1267
5163,33.1396
5164,33.1332
5165,33.1268
5166,33.1398
5167,33.1333
5168,33.1269
5169,33.1399
5170,33.1335
5171,33.1271
5172,33.14
5173,33.1336
5174,33.1272
5175,33.1401
5176,33.1337
5177,33.1273
5178,33.1402
5179,33.1338
5180,33.1274
5181,33.1403
5182,33.1339
5183,33.1275
5184,33.1404
5185,33.134
5186,33.1277
5187,33.1405
5188,33.1342
5189,33.1278
5190,33.1407
5191,33.1343
5192,33.1279
5193,33.1408
5194,33.1344
5195,33.128
5196,33.1409
5197,33.1345
5198,33.1281
5199,33.141
5200,33.1346
5201,33.1282
5202,33.1411
5203,33.1347
5204,33.1284
5205,33.1412
5206,33.1348
5207,33.1285
5208,33.1413
5209,33.135
5210,33.1286
5211,33.1414
5212,33.1351
5213,33.1287
5214,33.1415
5215,33.1352
5216,33.1288
5217,33.1417
5218,33.1353
5219,33.129
5220,33.1418
5221,33.1354
5222,33.1291
5223,33.1419
5224,33.1355
5225,33.1292
5226,33.142
5227,33.1356
5228,33.1293
5229,33.1421
5230,33.1358
5231,33.1294
5232,33.1422
5233,33.1359
5234,33.1295
5235,33.1423
5236,33.136
5237,33.1297
5238,33.1424
5239,33.1361
5240,33.1298
5241,33.1425
5242,33.1362
5243,33.1299
5244,33.1426
5245,33.1363
5246,33.13
5247,33.1427
5248,33.1364
5249,33.1301
5250,33.1429
5251,33.1365
5252,33.1302
5253,33.143
5254,33.1367
5255,33.1304
5256,33.1431
5257,33.1368
5258,33.1305
5259,33.1432
5260,33.1369
5261,33.1306
5262,33.1433
5263,33.137
5264,33.1307
5265,33.1434
5266,33.1371
5267,33.1308
5268,33.1435
5269,33.1372
5270,33.1309
5271,33.1436
5272,33.1373
5273,33.131
5274,33.1437
5275,33.1374
5276,33.1312
5277,33.1438
5278,33.1376
5279,33.1313
5280,33.1439
5281,33.1377
5282,33.1314
5283,33.144
5284,33.1378
5285,33.1315
5286,33.1442
5287,33.1379
5288,33.1316
5289,33.1443
5290,33.138
5291,33.1317
5292,33.1444
5293,33.1381
5294,33.1318
5295,33.1445
5296,33.1382
5297,33.132
5298,33.1446
5299,33.1383
5300,33.1321
5301,33.1447
5302,33.1384
5303,33.1322
5304,33.1448
5305,33.1385
5306,33.1323
5307,33.1449
5308,33.1387
5309,33.1324
5310,33.145
5311,33.1388
5312,33.1325
5313,33.1451
5314,33.1389
5315,33.1326
5316,33.1452
5317,33.139
5318,33.1328
5319,33.1453
5320,33.1391
5321,33.1329
5322,33.1454
5323,33.1392
5324,33.133
5325,33.1455
5326,33.1393
5327,33.1331
5328,33.1456
5329,33.1394
5330,33.1332
5331,33.1458
5332,33.1395
5333,33.1333
5334,33.1459
5335,33.1396
5336,33.1334
5337,33.146
5338,33.1398
5339,33.1335
5340,33.1461
5341,33.1399
5342,33.1337
5343,33.1462
5344,33.14
5345,33.1338
5346,33.1463
5347,33.1401
5348,33.1339
5349,33.1464
5350,33.1402
5351,33.134
5352,33.1465
5353,33.1403
5354,33.1341
5355,33.1466
5356,33.1404
5357,33.1342
5358,33.1467
5359,33.1405
5360,33.1343
5361,33.1468
5362,33.1406
5363,33.1344
5364,33.1469
5365,33.1407
5366,33.1346
5367,33.147
5368,33.1408
5369,33.1347
5370,33.1471
5371,33.1409
5372,33.1348
5373,33.1472
5374,33.141
5375,33.1349
5376,33.1473
5377,33.1412
5378,33.135
5379,33.1474
5380,33.1413
5381,33.1351
5382,33.1475
5383,33.1414
5384,33.1352
5385,33.1476
5386,33.1415
5387,33.1353
5388,33.1477
5389,33.1416
5390,33.1354
5391,33.1478
5392,33.1417
5393,33.1355
5394,33.1479
5395,33.1418
5396,33.1357
5397,33.148
5398,33.1419
5399,33.1358
5400,33.1481
5401,33.142
5402,33.1359
5403,33.1483
5404,33.1421
5405,33.136
5406,33.1484
5407,33.1422
5408,33.1361
5409,33.1485
5410,33.1423
5411,33.1362
5412,33.1486
5413,33.1424
5414,33.1363
5415,33.1487
5416,33.1425
5417,33.1364
5418,33.1488
5419,33.1426
5420,33.1365
5421,33.1489
5422,33.1428
5423,33.1366
5424,33.149
5425,33.1429
5426,33.1367
5427,33.1491
5428,33.143
5429,33.1369
5430,33.1492
5431,33.1431
5432,33.137
5433,33.1493
5434,33.1432
5435,33.1371
5436,33.1494
5437,33.1433
5438,33.1372
5439,33.1495
5440,33.1434
5441,33.1373
5442,33.1496
5443,33.1435
5444,33.1374
5445,33.1497
5446,33.1436
5447,33.1375
5448,33.1498
5449,33.1437
5450,33.1376
5451,33.1499
5452,33.1438
5453,33.1377
